HU-L-FLEDptTTCB1B2S1,0,26,0,0
HU-L-FLE Dpt INT 4,0,85,0,0
HU-L-FLE Dpt PEB2 S1,0,26,0,0
HU-L-FLEDptCCB2C1-S1,0,28,0,0
EPS-4-S1,0,21,0,0
TC-4-H-RSM,20,8,0,0
TC-4-I-CSC,6,12,8,0
TC-4-I-IAT,6,8,8,0
TC-4-I-INR,10,10,12,0
TC-4-R-ARM,24,10,8,0
TC-4-T-BLF,10,4,4,0
TC-4-T-RAN,10,6,16,0
TC-4-P-PAO,16,0,0,40
EPS-4-S2,0,21,0,0
TC-4-P-PRE2,0,8,0,0
TC-4-S-ENT,0,6,0,490
TC-4-S-RAS,0,0,0,0
TC-5-OP1-SAT,12,20,0,0
TC-5-OP1-5G,28,0,0,4
TC-5-OP1-CDN,18,6,8,0
TC-5-OP1-VSR,12,4,16,0
TC-5-OP1-PRJRES,0,0,0,32
TC-5-OP2-SCP,0,32,0,0
TC-5-OP2-CIT,0,0,32,0
TC-5-OP2-RLD,0,32,0,0
TC-5-OP2-RLO,8,0,24,0
TC-5-OP2-PRJIOT,0,0,0,32
TC-5-OP3-IAR,16,16,0,0
TC-5-OP3-SMR,4,14,14,0
TC-5-OP3-OSA,0,16,16,0
TC-5-OP3-BED,0,16,16,0
TC-5-OP3-PRJREB,0,0,0,32
TCA-5-OP4-SRS,10,0,16,6
TCA-5-OP4-SVP,8,0,18,6
TCA-5-OP4-ELK,0,32,0,0
TCA-5-OP4-CIA,0,16,16,0
TCA-5-OP4-PRJSAS,0,0,0,32
TC-5-TR-ARC,4,28,0,0
TC-5-TR-CSAD,0,0,32,0
TC-5-TR-BTC,8,24,0,0
TC-5-TR-HOPE,0,8,0,24
TC-5-P-PILS,0,10,0,350
TC-5-P-PILS-RAP,0,0,0,0
TC-5-P-PILS-SOU,0,0,0,0
EPS-5-S1,0,21,0,0
HUMA-PPH,0,2,0,2
HU-SHS-OPTION08-S1,0,20,0,0
HU-SHS-OPTION09-ii,0,20,0,0
HU-SHS-OPTION10,0,20,0,0
HU-SHS-OPTION11,0,20,0,0
HU-SHS-OPTION12,0,20,0,0
HU-SHS-OPTION04S1-ii,0,20,0,0
HU-SHS-OPTION17S1-ii,0,20,0,0
HU-SHS-OPTION18-S1,0,20,0,0
HU-SHS-OPTION19-S1,0,20,0,0
HU-SHS-OPTION20S1-ii,0,20,0,0
HU-SHS-OPTION24,0,20,0,0
TC-5-STA-S10-ENT,0,6,0,700
TC-5-STA-S10-RAP,0,0,0,0
TC-5-STA-S10-SOU,0,0,0,0
